company,address,price,sq_meter_price,area,n_rooms,floor,build_year,type
ACTIVA AP,"Pruszcz Gdañski, Œwiêtego Wojciecha",291 375 z³,7 500 z³,"38,85",2,1,2022,Mieszkanie
Bay7 Osiedle Maciejka,"Gdañsk Maækowy, Kazimierza Wielkiego",415 192 z³,"6 749,99 z³","61,51",3,Parter,2020,Mieszkanie
PARTNERZY Nieruchomoœci,"£eba, Tadeusza Koœciuszki","630 343,50 z³",9 150 z³,"68,89",3,1,2019,Mieszkanie
PARTNERZY Nieruchomoœci,"£eba, Tadeusza Koœciuszki","574 345,50 z³",9 150 z³,"62,77",2,1,2019,Mieszkanie
Pepper House,"Gdañsk £ostowice, Marii Kureckiej",779 000 z³,"5 119,95 z³","152,15",4,,2020,Dom bliŸniak
Pepper House,"Gdañsk Che³m, Cienista",869 000 z³,"6 853,31 z³","126,80",4,,2021,Dom bliŸniak
Modu³,"Gdynia Wiczlino, Marsa",702 159 z³,"5 706,29 z³","123,05",3,1,2020,Dom szeregowy
Modu³,"Gdynia Ma³y Kack, Olgierda 64",520 720 z³,10 710 z³,"48,62",3,1,2020,Mieszkanie
Estatic Nieruchomoœci,Pszczó³ki,380 000 z³,"1 007,42 z³","377,20",4,,2020,Dom wolnostoj¹cy
BMC,"Gdañsk Oliwa, Nowa Opacka",650 000 z³,"13 243,68 z³","49,08",3,7,2021,Mieszkanie
BMC,"Gdañsk Oliwa, Opacka",720 000 z³,"11 264,08 z³","63,92",3,5,2021,Mieszkanie
BMC,"Gdañsk Oliwa, Nowa Opacka",550 000 z³,"11 326,19 z³","48,56",3,5,2021,Mieszkanie
BMC,"Gdañsk Oliwa, Nowa Opacka",650 000 z³,"12 140,46 z³","53,54",3,7,2021,Mieszkanie
BMC,"Gdañsk Oliwa, Nowa Opacka",540 000 z³,"11 120,26 z³","48,56",3,4,2021,Mieszkanie
Pepper House,"Rumia, Rajska",360 000 z³,"5 639,98 z³","63,83",3,Parter,2020,Mieszkanie
Pepper House,"Rumia, Rajska",370 000 z³,"5 796,65 z³","63,83",3,Parter,2020,Mieszkanie
Muskat & Wicher Nieruchomoœci,"Gdañsk Jelitkowo, Bursztynowa","1 921 735,11 z³","17 518,10 z³","109,70",4,1,2019,Mieszkanie
Muskat & Wicher Nieruchomoœci,"Gdañsk Jelitkowo, Bursztynowa","2 823 511,35 z³","24 595,05 z³","114,80",4,2,2019,Mieszkanie
IDEA Nieruchomoœci,"Gdañsk £ostowice, Przemian",544 900 z³,"5 350,02 z³","101,85",4,3,2020,Mieszkanie
IDEA Nieruchomoœci,"Gdañsk Sobieszewo, Nadwiœlañska",445 500 z³,"12 924,28 z³","34,47",2,Parter,2020,Mieszkanie
IDEA Nieruchomoœci,"Gdañsk Sobieszewo, Kwiatowa",317 000 z³,"10 057,11 z³","31,52",1,Parter,2020,Mieszkanie
Nieruchomoœci Wmoris,"Rêbiechowo, S³oneczna",699 000 z³,"4 396,23 z³",159,5,,2019,Dom bliŸniak
,"Gdañsk Karczemki, Kalinowa 49",659 000 z³,"5 990,91 z³",110,5,,2020,Dom szeregowy
MPol Investment,"Gdynia Ma³y Kack, Lidzka",458 062 z³,9 400 z³,"48,73",2,1,2021,Mieszkanie
MPol Investment,"Gdynia  Ma³y Kack, Olgierda",623 304 z³,8 800 z³,"70,83",3,Parter,2021,Mieszkanie
MPol Investment,"Gdynia Ma³y Kack, Lidzka",465 216 z³,9 600 z³,"48,46",2,2,2021,Mieszkanie
MPol Investment,"Gdynia  Ma³y Kack, Olgierda",577 941 z³,9 100 z³,"63,51",3,Parter,2021,Mieszkanie
Pepper House,"Gdynia Oksywie, Arendta Dickmana",629 000 z³,"5 044,11 z³","124,70",4,,2019,Dom
Pepper House,Czaple,499 000 z³,4 265 z³,117,4,,2020,Dom bliŸniak
PARTNERZY Nieruchomoœci,Bolszewo,445 000 z³,"4 120,37 z³",108,4,,2020,Dom bliŸniak
Pepper House,"Rumia, Rajska",395 000 z³,"4 996,84 z³","79,05",4,1,2020,Mieszkanie
DFS Polska Sp. z o.o.,"Gdañsk Wrzeszcz, Migowska",823 680 z³,11 000 z³,"74,88",4,1,2020,Mieszkanie
Pepper House,"Reda, Gdañska",325 000 z³,"5 052,86 z³","64,32",4,2,2021,Mieszkanie
Pepper House,"Reda, Pucka",383 000 z³,"5 706,20 z³","67,12",2,1,2020,Mieszkanie
Pepper House,"Reda, Pucka",237 000 z³,"5 724,64 z³","41,40",2,1,2020,Mieszkanie
Pepper House,"Reda, Gdañska",325 000 z³,5 053 z³,"64,32",3,2,2021,Mieszkanie
Pepper House,"Reda, Prosta",470 000 z³,4 096 z³,"114,75",5,,2020,Dom bliŸniak
Pepper House,"Kosakowo, Kminkowa",447 500 z³,5 058 z³,"88,47",4,Parter,2021,Mieszkanie
Stalko Nieruchomoœci,Reda,599 000 z³,"5 363,54 z³","111,68",3,,2020,Dom bliŸniak
Stalko Nieruchomoœci,"Rumia, Pszeniczna",334 620 z³,5 500 z³,"60,84",3,Parter,2021,Mieszkanie
Stalko Nieruchomoœci,"Rumia, Pszeniczna",382 005 z³,3 900 z³,"97,95",4,1,2021,Mieszkanie
Stalko Nieruchomoœci,"Rumia, Pszeniczna",316 368 z³,5 200 z³,"60,84",3,Parter,2021,Mieszkanie
Stalko Nieruchomoœci,"Reda, Jesionowa",499 000 z³,4 826 z³,"103,39",4,,2020,Dom bliŸniak
Stalko Nieruchomoœci,"Reda Rekowo Dolne, Informacja W Biurze",449 000 z³,"4 901,75 z³","91,60",4,,2020,Dom bliŸniak
Stalko Nieruchomoœci,"Koleczkowo, Informacja W Biurze",549 000 z³,"4 580,73 z³","119,85",4,,2021,Dom bliŸniak
Stalko Nieruchomoœci,"Koleczkowo, Informacja W Biurze",535 000 z³,"4 332,33 z³","123,49",5,,2020,Dom bliŸniak
Stalko Nieruchomoœci,"Reda, Informacja W Biurze",449 000 z³,4 490 z³,100,4,,2020,Dom bliŸniak
Stalko Nieruchomoœci,"Koleczkowo, Informacja W Biurze",499 000 z³,"4 040,81 z³","123,49",5,,2020,Dom bliŸniak
Stalko Nieruchomoœci,Czaple,550 000 z³,"4 247,76 z³","129,48",5,,2021,Dom bliŸniak
Stalko Nieruchomoœci,"LeŸno, Informacja W Biurze",580 000 z³,4 530 z³,"128,04",5,,2021,Dom bliŸniak
Koss Development,"Kosakowo, S³onecznikowa 7",309 000 z³,"4 529,46 z³","68,22",3,1,2021,Mieszkanie
Koss Development,"Kosakowo, S³onecznikowa 7",409 000 z³,"3 954,75 z³","103,42",4,,2021,Dom bliŸniak
M&M Nieruchomoœci,"Banino, Ksiê¿ycowa",760 000 z³,"4 958,57 z³","153,27",6,,2020,Dom wolnostoj¹cy
Sylwia Kryszewska Nieruchomoœci,"Pruszcz Gdañski, Ró¿yny",269 000 z³,"5 161,17 z³","52,12",2,1,2020,Mieszkanie
PARTNERZY Nieruchomoœci,"¯elistrzewo, Kasztanowa",449 000 z³,"3 706,76 z³","121,13",4,,2021,Dom bliŸniak
PARTNERZY Nieruchomoœci,"¯elistrzewo, Kasztanowa",449 000 z³,"3 706,76 z³","121,13",4,,2021,Dom bliŸniak
Dworek Nieruchomoœci,"Pruszcz Gdanski, Plenerowe Kliamty",200 000 z³,"6 451,61 z³",31,2,1,2019,Mieszkanie
Dworek Nieruchomoœci,"Pruszcz Gdanski, Plenerowe Klimaty",299 000 z³,"5 436,36 z³",55,3,1,2019,Mieszkanie
IDEA Nieruchomoœci,"Gdynia Wielki Kack, Zielona Laguna",769 000 z³,"4 579,56 z³","167,92",5,1,2015,Mieszkanie
Freedom Nieruchomoœci,"Karczemki, Pastelowa",549 000 z³,"3 327,27 z³",165,6,,2020,Dom bliŸniak
Pepper House,"Wiœlinka, £¹kowa",815 000 z³,"19 695,51 z³","41,38",2,Parter,2020,Mieszkanie
Pepper House,"Rumia, Rajska",395 000 z³,"4 996,84 z³","79,05",4,1,2021,Mieszkanie
Pepper House,"Rumia, Rajska",395 000 z³,"4 996,84 z³","79,05",4,1,2020,Mieszkanie
Pepper House,"Gdañsk Che³m, Cienista",889 000 z³,"7 011,04 z³","126,80",4,,2021,Dom bliŸniak
Pepper House,"Gdañsk Che³m, Cienista",869 000 z³,"6 853,31 z³","126,80",4,,2021,Dom bliŸniak
MPol Investment,"Gdynia  Ma³y Kack, Olgierda",767 232 z³,8 100 z³,"94,72",3,Parter,2021,Mieszkanie
Bocian Nieruchomoœci,"Chwaszczyno, Osiedle Mickiewicza",749 000 z³,"4 481,54 z³","167,13",5,,2020,Dom bliŸniak
Magic House,"Mechelinki, Do Morza",1 535 000 z³,"6 673,91 z³",230,6,,2020,Dom bliŸniak
Magic House,"Mechelinki, Do Morza",1 535 000 z³,"6 673,91 z³",230,6,,2020,Dom wolnostoj¹cy
Magic House,"Mechelinki, Do Morza",1 535 000 z³,"6 673,91 z³",230,6,,2020,Dom bliŸniak
Magic House,"Reda, D³uga",355 000 z³,4 567 z³,"77,73",4,1,2020,Mieszkanie
Magic House,"Reda, D³uga",365 000 z³,4 490 z³,"81,29",4,1,2020,Mieszkanie
Magic House,"Gdynia Dzia³ki Leœne, Szczeciñska",894 075 z³,10 500 z³,"85,15",3,Parter,1937,Mieszkanie
Magic House,"Gdynia Dzia³ki Leœne, Szczeciñska",748 230 z³,10 500 z³,"71,26",3,1,2020,Mieszkanie
Magic House,"Gdynia Babie Do³y, Morskie Wzgórze",1 535 000 z³,"6 673,91 z³",230,6,,2020,Dom bliŸniak
Magic House,"Mosty, Rozmarynowa",329 000 z³,6 276 z³,"52,42",2,Parter,2020,Mieszkanie
Magic House,"Mosty, Rozmarynowa",329 000 z³,6 327 z³,52,2,1,2020,Mieszkanie
Magic House,"Mosty, Polna",679 000 z³,"4 884,89 z³",139,4,,2020,Dom bliŸniak
Magic House,"Rumia, Sosnowa",400 000 z³,"4 928,54 z³","81,16",3,Parter,2020,Mieszkanie
Magic House,"Rumia, Sosnowa",420 000 z³,"5 174,96 z³","81,16",3,Parter,2020,Mieszkanie
Magic House,"Koleczkowo, Hippiczna",549 000 z³,3 334 z³,"164,65",4,,2020,Dom bliŸniak
Magic House,"Rumia, Rajska",430 000 z³,"4 476,37 z³","96,06",4,1,,Mieszkanie
Magic House,"Rumia, Rajska",360 000 z³,"5 639,10 z³","63,84",3,Parter,,Mieszkanie
Magic House,"Rumia, Rajska",430 000 z³,"4 476,37 z³","96,06",4,1,,Mieszkanie
Magic House,"Wiœlinka, £¹kowa",817 950 z³,"19 690,66 z³","41,54",2,Parter,2021,Mieszkanie
Magic House,"Wiœlinka, £¹kowa",984 615 z³,"17 307,35 z³","56,89",2,1,2021,Mieszkanie
Magic House,"Wiœlinka, £¹kowa",920 040 z³,"17 844,07 z³","51,56",3,Parter,2021,Mieszkanie
Magic House,"Wiœlinka, £¹kowa",1 343 160 z³,"17 585,23 z³","76,38",3,Parter,2021,Mieszkanie
Magic House,"Wiœlinka, £¹kowa",1 395 440 z³,"17 189,46 z³","81,18",3,1,2021,Mieszkanie
Magic House,"Wiœlinka, £¹kowa",2 200 470 z³,"24 713,27 z³","89,04",3,1,2021,Mieszkanie
Magic House,"Gdañsk Sobieszewo, Nadwiœlañska",521 500 z³,"12 094,16 z³","43,12",2,1,2021,Mieszkanie
Magic House,"Gdañsk Sobieszewo, Nadwiœlañska",445 500 z³,"12 924,28 z³","34,47",2,Parter,2021,Mieszkanie
Magic House,"Gdañsk Sobieszewo, Nadwiœlañska",505 500 z³,12 088 z³,"41,82",2,1,2021,Mieszkanie
Magic House,"Gdañsk Sobieszewo, Kwiatowa",317 000 z³,"10 057,11 z³","31,52",1,Parter,2021,Mieszkanie
Magic House,"Gdañsk Sobieszewo, Kwiatowa",519 000 z³,"9 192,35 z³","56,46",3,2,2021,Mieszkanie
Magic House,"Gdañsk Sobieszewo, Kwiatowa",467 000 z³,"9 436,25 z³","49,49",3,2,2021,Mieszkanie
Magic House,"Rokitki, Tczewska",379 000 z³,"5 208,91 z³","72,76",4,Parter,2020,Mieszkanie
Magic House,"Kosakowo, Kminkowa",454 500 z³,"4 547,27 z³","99,95",4,,,Dom bliŸniak
Magic House,"Rokitki, Tczewska",331 000 z³,5 186 z³,"63,83",4,3,2020,Mieszkanie
Magic House,"Rokitki, Tczewska",167 000 z³,"6 061,71 z³","27,55",1,2,2022,Mieszkanie
Magic House,"Bolszewo, S³owackiego",444 999 z³,"4 120,36 z³",108,5,,2020,Dom bliŸniak
Magic House,"Bolszewo, S³owackiego",444 999 z³,"4 120,36 z³",108,5,,2020,Dom bliŸniak
Magic House,"Gdynia Karwiny, Wiczliñska",1 299 000 z³,"6 201,96 z³","209,45",5,1,,Mieszkanie
Magic House,"Gdañsk Osowa, Zielony Zak¹tek",690 000 z³,"3 640,39 z³","189,54",5,,2019,Dom
Magic House,"Bojano, Rzemieœlnicza",565 000 z³,4 520 z³,125,5,,2021,Dom bliŸniak
Magic House,"¯ukowo, Raduñska",975 000 z³,3 250 z³,300,4,,2020,Dom wolnostoj¹cy
Partner House,"Gdañsk £ostowice, Pastelowa",529 000 z³,"5 193,91 z³","101,85",4,3,2021,Mieszkanie
,"Gdynia, Unruga 116",312 363 z³,6 900 z³,"45,27",3,1,2021,Mieszkanie
,"Gdynia, Unruga 116",261 886 z³,7 400 z³,"35,39",2,3,2021,Mieszkanie
,"Gdynia, Unruga 116",329 475 z³,6 900 z³,"47,75",3,1,2021,Mieszkanie
,"Dêbogórze, Jagodowa",499 000 z³,"4 674,04 z³","106,76",5,,2020,Dom bliŸniak
MPol Investment,"Gdynia Or³owo, Sêdziowska",429 054 z³,12 900 z³,"33,26",2,Parter,2021,Mieszkanie
MPol Investment,"Gdynia  Ma³y Kack, Olgierda",637 560 z³,9 200 z³,"69,30",4,1,2021,Mieszkanie
MPol Investment,"Gdynia Ma³y Kack, Lidzka",371 808 z³,9 600 z³,"38,73",2,1,2021,Mieszkanie
MPol Investment,"Gdynia Ma³y Kack, Lidzka",582 390 z³,9 000 z³,"64,71",3,Parter,2021,Mieszkanie
MPol Investment,"Gdynia  Ma³y Kack, Olgierda",589 899 z³,9 300 z³,"63,43",3,1,2021,Mieszkanie
,Gdañsk Dolne Miasto,1 339 386 z³,"17 501,45 z³","76,53",3,2,,Mieszkanie
,Gdynia Pogórze,498 456 z³,6 450 z³,"77,28",4,1,,Mieszkanie
,Gdañsk Stare Przedmieœcie,1 414 500 z³,"17 586,72 z³","80,43",4,Parter,,Mieszkanie
,Gdañsk Wyspa Sobieszewska,802 575 z³,"19 479,98 z³","41,20",2,1,,Mieszkanie
,Gdañsk Dolne Miasto,1 383 135 z³,"17 190,34 z³","80,46",4,1,,Mieszkanie
,Gdañsk Sobieszewo,1 316 715 z³,"17 211,96 z³","76,50",3,1,,Mieszkanie
,Gdañsk Dolne Miasto,752 760 z³,"19 316,40 z³","38,97",2,Parter,,Mieszkanie
,Gdañsk Stare Przedmieœcie,825 754 z³,"10 031,03 z³","82,32",3,1,,Mieszkanie
,Gdañsk Stare Przedmieœcie,669 941 z³,"9 650,55 z³","69,42",2,1,,Mieszkanie
,Gdañsk Stare Przedmieœcie,987 873 z³,"10 228,55 z³","96,58",4,2,,Mieszkanie
,Gdañsk Stare Przedmieœcie,526 813 z³,"9 332,38 z³","56,45",2,2,,Mieszkanie
,Gdañsk Sobieszewo,465 000 z³,"12 217,55 z³","38,06",2,1,,Mieszkanie
,Gdynia Oksywie,401 466 z³,"7 848,80 z³","51,15",3,Parter,2021,Mieszkanie
PARTNERZY Nieruchomoœci,"Gdañsk £ostowice, Z³ota",396 975 z³,6 061 z³,"65,50",3,1,2021,Mieszkanie
PARTNERZY Nieruchomoœci,"Bojano, Rzemieœlnicza",565 000 z³,4 520 z³,125,5,,2020,Dom bliŸniak
Tyszkiewicz - Nieruchomoœci,"Pruszcz Gdañski, Azaliowa",1 845 z³,"54,73 z³","33,71",1,Parter,2020,Lokal us³ugowy
Semar Deweloper Sp. z o.o.,"Bojano, Aleja Brzozowa",545 000 z³,"4 395,16 z³",124,5,,2020,Dom bliŸniak
Bay7 Osiedle Maciejka,"Gdañsk Maækowy, Kazimierza Wielkiego",431 190 z³,6 750 z³,"63,88",3,Parter,2021,Mieszkanie
Bay7 Osiedle Maciejka,"Gdañsk Maækowy, Kazimierza Wielkiego","350 017,20 z³","7 351,76 z³","47,61",2,3,2021,Mieszkanie
Bay7 Osiedle Maciejka,"Gdañsk Maækowy, Kazimierza Wielkiego",367 740 z³,6 750 z³,"54,48",3,2,2021,Mieszkanie
Bay7 Osiedle Maciejka,"Gdañsk Maækowy, Kazimierza Wielkiego",367 740 z³,6 750 z³,"54,48",3,2,2021,Mieszkanie
Centrum Poœrednika,Jankowo Gdañskie,935 000 z³,"6 584,51 z³",142,5,,,Dom bliŸniak
Interium Investment,"Gdañsk £ostowice, Wielkopolska",970 000 z³,"5 516,38 z³","175,84",5,,2021,Dom bliŸniak
Freedom Nieruchomoœci,Kolbudy,620 000 z³,"4 403,41 z³","140,80",4,,2020,Dom bliŸniak
Take Home biuro Developera,"Reda, D³uga",311 155 z³,"4 525,23 z³","68,76",3,2,2021,Mieszkanie
Take Home biuro Developera,"Rumia, Jeziorna",304 116 z³,5 724 z³,"53,13",3,3,2022,Mieszkanie
Take Home biuro Developera,"Rumia, Apolinarego Formeli",295 767 z³,5 900 z³,"50,13",3,3,2020,Mieszkanie
Take Home biuro Developera,Gdañsk £ostowice,549 900 z³,"5 208,87 z³","105,57",4,3,2020,Mieszkanie
Take Home biuro Developera,"Gdañsk Stare Przedmieœcie, ¯abi Kruk",515 125 z³,"9 120,49 z³","56,48",2,1,2020,Mieszkanie
Take Home biuro Developera,"Gdynia, Zwyciêstwa",770 213 z³,11 340 z³,"67,92",3,3,2019,Mieszkanie
Take Home biuro Developera,"Rumia, Jeziorna",330 590 z³,5 508 z³,"60,02",3,2,2022,Mieszkanie
Take Home biuro Developera,"Rumia, Apolinarego Formeli",222 848 z³,6 400 z³,"34,82",2,1,2021,Mieszkanie
Take Home biuro Developera,"Reda, Morska",283 716 z³,5 400 z³,"52,54",1,3,2022,Mieszkanie
Take Home biuro Developera,"Reda, Morska",274 297 z³,"6 533,99 z³","41,98",2,1,2022,Mieszkanie
Take Home biuro Developera,"Reda, Morska",416 612 z³,"5 426,05 z³","76,78",4,Parter,2021,Mieszkanie
Take Home biuro Developera,"Rumia, Jeziorna",220 579 z³,6 480 z³,"34,04",2,Parter,2022,Mieszkanie
Robyg Grupa Deweloperska,"Gdañœk £ostowice, Wielkopolska",279 801 z³,6 450 z³,"43,38",2,Parter,2022,Mieszkanie
Dobry Poœrednik Nieruchomoœci,"Gdañsk Œródmieœcie, Chmielna",1 397 500 z³,21 500 z³,65,3,4,2019,Mieszkanie
IDEA Nieruchomoœci,"Gdañsk Ujeœcisko, D¹brówki","457 908,40 z³",9 160 z³,"49,99",2,Parter,2020,Mieszkanie
Pepper House,"Rumia, Dêbogórska",383 158 z³,"5 179,91 z³","73,97",3,1,2017,Mieszkanie
Pepper House,Czaple,499 000 z³,4 265 z³,117,4,,2020,Dom bliŸniak
Pepper House,"Rumia, Gdañska","297 564,76 z³",6 299 z³,"47,24",2,3,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, ul. Cicha","307 333,44 z³",7 668 z³,"40,08",2,1,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, ul. Cicha","300 815,64 z³",7 668 z³,"39,23",2,1,2021,Mieszkanie
PB SZYMICHOWSKI,"Pruszcz Gdañski, ul. Cicha","412 542,72 z³",7 452 z³,"55,36",3,1,2021,Mieszkanie
Modu³,"Gdynia Ma³y Kack, Olgierda 64",555 863 z³,"11 250,01 z³","49,41",4,1,2020,Mieszkanie
Modu³,"Gdynia Chwarzno, Marsa",686 985 z³,"5 582,97 z³","123,05",3,1,2020,Mieszkanie
Modu³,"Gdynia Ma³y Kack, Olgierda 64",392 149 z³,10 890 z³,"36,01",2,1,2020,Mieszkanie
IDEA Nieruchomoœci,"Gdañsk Sobieszewo, £¹kowa",1 063 335 z³,"16 929,39 z³","62,81",3,Parter,2021,Mieszkanie
IDEA Nieruchomoœci,"Gdañsk Szadó³ki, Potêgowska",491 000 z³,"6 391,56 z³","76,82",4,1,2020,Mieszkanie
IDEA Nieruchomoœci,"Gdynia Wielki Kack, Zielona Laguna",280 000 z³,"8 810,57 z³","31,78",1,1,2020,Mieszkanie
TARGO,"Gdynia Pogórze, ¯elazna",436 085 z³,6 500 z³,"67,09",4,6,2020,Mieszkanie
TARGO,"Gdynia Pogórze, ¯elazna",430 386 z³,6 600 z³,"65,21",3,6,2020,Mieszkanie
PARTNERZY Nieruchomoœci,"Gdañsk £ostowice, Wielkopolska",265 000 z³,"8 488,15 z³","31,22",2,4,2020,Mieszkanie
Domesta Sp. z o.o.,"Gdañsk Ujeœcisko, Vaclawa Havla",424 926 z³,9 288 z³,"45,75",2,4,2022,Mieszkanie
IDEA Nieruchomoœci,"Gdañsk Letnica, Starowiejska",800 000 z³,12 531 z³,"63,84",3,16,2021,Mieszkanie
IDEA Nieruchomoœci,"Gdañsk Letnica, Starowiejska",670 000 z³,11 951 z³,"56,06",3,16,2021,Mieszkanie
Invest Sarko,"Gdynia Wielki Kack, Kacze Buki",269 206 z³,6 700 z³,"40,18",2,3,,Mieszkanie
Invest Sarko,"Gdynia Wielki Kack, Kacze Buki",254 660 z³,6 800 z³,"37,45",2,2,2021,Mieszkanie
Imperium Home,"Gdynia Ma³y Kack, Druskiennicka",649 000 z³,9 687 z³,67,3,Parter,2020,Mieszkanie
PARTNERZY Nieruchomoœci,Czaple,547 000 z³,4 842 z³,"112,97",4,,2020,Dom bliŸniak
Lokalna Gie³da Nieruchomoœci,"Reda, Tatarakowa",599 000 z³,"5 363,54 z³","111,68",4,,2020,Dom bliŸniak
Invest Sarko,"Gdynia Wielki Kack, Kacze Buki",333 727 z³,6 700 z³,"49,81",2,3,2021,Mieszkanie
Invest Sarko,"Gdynia Wielki Kack, Kacze Buki",268 335 z³,6 700 z³,"40,05",2,3,2021,Mieszkanie
Inpro,"Gdañsk Szadó³ki, Stê¿ycka","300 423,06 z³",7 182 z³,"41,83",2,2,2021,Mieszkanie
Home4.pl Nieruchomoœci,Rumia,253 272 z³,6 100 z³,"41,52",2,1,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdañsk £ostowice,502 500 z³,6 250 z³,"80,40",4,3,2022,Mieszkanie
Home4.pl Nieruchomoœci,Rumia,222 848 z³,6 400 z³,"34,82",2,1,2021,Mieszkanie
Home4.pl Nieruchomoœci,Rumia,222 848 z³,6 400 z³,"34,82",2,1,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdynia Ob³u¿e,365 024 z³,9 350 z³,"39,04",2,2,2020,Mieszkanie
Home4.pl Nieruchomoœci,Gdynia Ob³u¿e,313 240 z³,9 550 z³,"32,80",2,3,2020,Mieszkanie
Home4.pl Nieruchomoœci,Rumia,"199 167,50 z³",6 650 z³,"29,95",1,1,2021,Mieszkanie
Koloseum Nieruchomoœci,"Wejherowski Wejherowo, Brak",599 z³,"1,20 z³",500,5,1,2020,Dom bliŸniak
Home4.pl Nieruchomoœci,Gdynia Chylonia,248 285 z³,8 500 z³,"29,21",1,Parter,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdynia Chylonia,462 300 z³,7 500 z³,"61,64",3,Parter,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdynia Chylonia,440 876 z³,7 600 z³,"58,01",3,1,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdynia Chylonia,"360 855,60 z³",8 330 z³,"43,32",2,Parter,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdynia Pogórze,415 996 z³,6 640 z³,"62,65",3,Parter,2021,Mieszkanie
Expander,"Gdañsk Morena, Piecewska",489 894 z³,8 445 z³,"58,01",3,3,2022,Mieszkanie
Home4.pl Nieruchomoœci,Gdynia Pogórze,"392 049,50 z³",6 950 z³,"56,41",3,1,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdynia Pogórze,"498 778,50 z³",6 450 z³,"77,33",3,1,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdynia Pogórze,"392 049,50 z³",6 950 z³,"56,41",3,1,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdañsk Ujeœcisko,245 376 z³,7 200 z³,"34,08",2,Parter,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdañsk Ujeœcisko,287 136 z³,7 200 z³,"39,88",2,Parter,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdañsk £ostowice,549 900 z³,5 209 z³,"105,57",3,3,2021,Mieszkanie
Port Poszukiwacze Nieruchomoœci,"Gdynia Œródmieœcie, Antoniego Abrahama",6 000 z³,100 z³,60,2,Parter,2019,Lokal us³ugowy
Nowodworski Estates,"Gdañsk D³ugie Ogrody, Œw. Barbary",610 000 z³,11 402 z³,"53,50",2,2,2019,Mieszkanie
,"Gdynia Œródmieœcie, Port Gdyñski!",469 000 z³,7 928 z³,"59,16",3,1,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdañsk Jasieñ,450 000 z³,6 590 z³,"68,29",2,3,2020,Mieszkanie
,"Gdynia Œródmieœcie, Port Gdyñski!",399 999 z³,8 147 z³,"49,10",3,1,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdañsk Ujeœcisko,324 216 z³,7 200 z³,"45,03",2,Parter,2021,Mieszkanie
Home4.pl Nieruchomoœci,Straszyn,389 000 z³,6 460 z³,"60,22",3,Parter,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdañsk Œw. Wojciech,326 079 z³,7 020 z³,"46,45",2,3,,Mieszkanie
Tyszkiewicz - Nieruchomoœci,"Chojnice, Kardyna³a Stefana Wyszyñskiego",203 200 z³,5 000 z³,"40,64",1,Parter,2021,Mieszkanie
Home4.pl Nieruchomoœci,Gdañsk Œw. Wojciech,"334 222,20 z³",7 020 z³,"47,61",2,3,,Mieszkanie
Hexagon Investment Group,"Gdañsk, Wa³owa",286 500 z³,9 997 z³,"28,66",1,5,2021,Mieszkanie
3City Invest,"Gdynia, Masztowa 21",419 000 z³,"7 982,47 z³","52,49",3,2,2020,Mieszkanie
Hexagon Investment Group,"Gdañsk, Toruñska",322 851 z³,"11 000,03 z³","29,35",1,3,2020,Mieszkanie
3City Invest,"Gdynia, Masztowa 21",429 000 z³,"7 308,35 z³","58,70",3,2,2020,Mieszkanie
Hexagon Investment Group,"Gdañsk M³ode Miasto, Wa³owa",312 000 z³,9 231 z³,"33,80",2,3,2020,Mieszkanie
Hexagon Investment Group,"Gdañsk Sobieszewo, £¹kowa",752 760 z³,19 316 z³,"38,97",2,Parter,,Mieszkanie
Hexagon Investment Group,"Gdañsk, Wa³owa",251 000 z³,9 508 z³,"26,40",1,4,2021,Mieszkanie
3City Invest,"Gdynia Dzia³ki Leœne, Kwidzyñska 9",575 100 z³,"11 068,13 z³","51,96",3,2,2021,Mieszkanie
3City Invest,"Gdynia Dzia³ki Leœne, Kwidzyñska 9",944 100 z³,"11 393,92 z³","82,86",3,2,2021,Mieszkanie
3City Invest,"Gdynia Dzia³ki Leœne, Kwidzyñska 9",746 100 z³,"10 312,37 z³","72,35",4,1,2021,Mieszkanie
3City Invest,"Gdynia Dzia³ki Leœne, Kwidzyñska",1 079 100 z³,"11 166,18 z³","96,64",4,1,2021,Mieszkanie
3City Invest,"Gdynia Dzia³ki Leœne, Kwidzyñska 9",764 100 z³,"10 537,86 z³","72,51",4,Parter,2021,Mieszkanie
3City Invest,"Gdynia Dzia³ki Leœne, Kwidzyñska 9",944 100 z³,"10 491,17 z³","89,99",4,Parter,2021,Mieszkanie
